date,gbp_value,change
1990-01-01,1419567.0,
1990-02-01,1314310.0,
1990-03-01,1656198.0,
1990-04-01,1371303.0,
1990-05-01,1550104.0,
1990-06-01,1653864.0,
1990-07-01,1831512.0,
1990-08-01,1661468.0,
1990-09-01,1638265.0,
1990-10-01,1717710.0,
1990-11-01,1602742.0,
1990-12-01,1463141.0,
1991-01-01,1574023.0,0.10880500885129063
1991-02-01,1558157.0,0.18553233255472446
1991-03-01,1756503.0,0.06056341089652317
1991-04-01,1710476.0,0.24733629256262102
1991-05-01,1619498.0,0.04476731883796181
1991-06-01,1574943.0,-0.047719159495581254
1991-07-01,1739450.0,-0.050265572925539126
1991-08-01,1493902.0,-0.10085418437189286
1991-09-01,1483813.0,-0.09427778778158602
1991-10-01,1621171.0,-0.056202152866316246
1991-11-01,1505263.0,-0.060820144477401805
1991-12-01,1412439.0,-0.034652846171353224
1992-01-01,1647223.0,0.04650503836347997
1992-02-01,1477395.0,-0.0518317473784734
1992-03-01,1755248.0,-0.0007144878204022875
1992-04-01,1727476.0,0.009938753890729846
1992-05-01,1547570.0,-0.04441376278328224
1992-06-01,1744964.0,0.107953748167394
1992-07-01,1874591.0,0.07769179913190949
1992-08-01,1533427.0,0.026457558795690783
1992-09-01,2078769.0,0.40096427245212163
1992-10-01,2013102.0,0.24175796384218562
1992-11-01,1819376.0,0.20867649042061087
1992-12-01,1709061.0,0.2100069454326876
1993-01-01,1841866.0,0.11816432869137938
1993-02-01,1934013.0,0.3090696800787873
1993-03-01,2135225.0,0.21648052013162822
1993-04-01,1887504.0,0.09263688757470434
1993-05-01,1816044.0,0.17348100570571923
1993-06-01,2032937.0,0.16503091181250729
1993-07-01,1971739.0,0.05182357111497926
1993-08-01,1929983.0,0.2586076807047222
1993-09-01,1996032.0,-0.03980095912532855
1993-10-01,1991162.0,-0.010898603250108496
1993-11-01,2025734.0,0.11342240416494453
1993-12-01,1982639.0,0.1600750353556719
1994-01-01,2036697.0,0.10577913919905146
1994-02-01,2114562.0,0.09335459482433683
1994-03-01,2352965.0,0.1019752016766382
1994-04-01,2003176.0,0.06128304893658498
1994-05-01,1982787.0,0.09181660796764834
1994-06-01,2087109.0,0.02664716122536026
1994-07-01,1953703.0,-0.00914725529088789
1994-08-01,2042369.0,0.058231601003739364
1994-09-01,2161714.0,0.08300568327561875
1994-10-01,2099018.0,0.05416736558853574
1994-11-01,2150959.0,0.061817099382248664
1994-12-01,2067712.0,0.042908971325591905
1995-01-01,2171199.0,0.06603927830207446
1995-02-01,2181889.0,0.03183969067825876
1995-03-01,2691808.0,0.1440068169309785
1995-04-01,2087483.0,0.04208666637379843
1995-05-01,2348203.0,0.18429412740753293
1995-06-01,2432727.0,0.16559652610381148
1995-07-01,2226394.0,0.1395764862929525
1995-08-01,2193564.0,0.07402922782317978
1995-09-01,2073615.0,-0.04075423483402518
1995-10-01,2124983.0,0.012370070194729132
1995-11-01,2117376.0,-0.015613035859818769
1995-12-01,2069788.0,0.001004008295159009
1996-01-01,2216512.0,0.02087003540440091
1996-02-01,2163468.0,-0.008442684297872205
1996-03-01,2329294.0,-0.13467305246139394
1996-04-01,2204914.0,0.05625482938064641
1996-05-01,2317031.0,-0.013274831860788816
1996-06-01,2298831.0,-0.05503946805375204
1996-07-01,2516225.0,0.13017956390468166
1996-08-01,2289599.0,0.0437803501516254
1996-09-01,2405070.0,0.1598440404800312
1996-10-01,2736337.0,0.28769830158641274
1996-11-01,2696312.0,0.2734214423890702
1996-12-01,2707558.0,0.3081330068586734
1997-01-01,2921544.0,0.3180817428464182
1997-02-01,2779320.0,0.2846596298165722
1997-03-01,2742579.0,0.17742929831957666
1997-04-01,2962849.0,0.3437481008329577
1997-05-01,2968354.0,0.28110241080071874
1997-06-01,3021490.0,0.3143593417697952
1997-07-01,3461777.0,0.37578197498236454
1997-08-01,2965286.0,0.2951115020577839
1997-09-01,3003109.0,0.24865762742872355
1997-10-01,3230464.0,0.18057973122462623
1997-11-01,2814321.0,0.04376681927017345
1997-12-01,3161355.0,0.16760379648376866
1998-01-01,3217865.0,0.10142616369974222
1998-02-01,3020671.0,0.08683814746052998
1998-03-01,3428354.0,0.2500474917951314
1998-04-01,3304699.0,0.11537881275758566
1998-05-01,3161089.0,0.06492992412630039
1998-06-01,3565926.0,0.18018792052927535
1998-07-01,3769832.0,0.08898753443679364
1998-08-01,3370423.0,0.13662661881518345
1998-09-01,3777632.0,0.25790705565465655
1998-10-01,3875867.0,0.19978647030271812
1998-11-01,3461908.0,0.2301041707751177
1998-12-01,3547115.0,0.12202362594520388
1999-01-01,3376756.0,0.04937777066471094
1999-02-01,3357032.0,0.11135307353895874
1999-03-01,4012563.0,0.17040509818997696
1999-04-01,3736001.0,0.13051173495679946
1999-05-01,3547585.0,0.12226672516971204
1999-06-01,4271603.0,0.1978944599523378
1999-07-01,4142078.0,0.09874339227848883
1999-08-01,3612405.0,0.07179573602482536
1999-09-01,3868676.0,0.02410081236075934
1999-10-01,3725002.0,-0.03892419425124749
1999-11-01,3714694.0,0.07301927145377629
1999-12-01,3339517.0,-0.05852587243435858
2000-01-01,3455433.0,0.023299581017994786
2000-02-01,4108902.0,0.22396867232722228
2000-03-01,4515601.0,0.12536575749714096
2000-04-01,3666832.0,-0.018514181339887248
2000-05-01,4358841.0,0.22867838261803453
2000-06-01,4497856.0,0.05296676680861956
2000-07-01,3959770.0,-0.044013656913269084
2000-08-01,4112015.0,0.13830398308052394
2000-09-01,4226003.0,0.09236415766014017
2000-10-01,4086583.0,0.09706867271480668
