date,gbp_value,change
2000-11-01,4063122.0,0.09379722798163193
2000-12-01,4094873.0,0.226187200125048
2001-01-01,4328020.0,0.2525260944142167
2001-02-01,4083547.0,-0.0061707482923661905
2001-03-01,4762396.0,0.05465385449245841
2001-04-01,4182994.0,0.1407651073187972
2001-05-01,4340829.0,-0.004132291129683274
2001-06-01,4454902.0,-0.009549883322187314
2001-07-01,4662473.0,0.17746055957795526
2001-08-01,4511993.0,0.0972705595675114
2001-09-01,4156909.0,-0.016349728100051086
2001-10-01,4680813.0,0.1454099916727496
2001-11-01,4625914.0,0.1385122081000767
2001-12-01,4122097.0,0.006648313635123637
2002-01-01,4419157.0,0.021057435039579353
2002-02-01,3985354.0,-0.024046007061997776
2002-03-01,4174278.0,-0.12349204056109575
2002-04-01,4242049.0,0.01411787824701638
2002-05-01,4456298.0,0.02660067927117149
2002-06-01,4034641.0,-0.09433675533154262
2002-07-01,4861004.0,0.04258062191459344
2002-08-01,4366150.0,-0.03232341007621242
2002-09-01,4425249.0,0.0645527722641992
2002-10-01,4755985.0,0.016059603321046945
2002-11-01,4114559.0,-0.11054139787293926
2002-12-01,4061322.0,-0.014743709330469423
2003-01-01,4310893.0,-0.024498790153868688
2003-02-01,3967655.0,-0.004441010760901087
2003-03-01,4566635.0,0.09399397931809994
2003-04-01,4336168.0,0.022187155311030216
2003-05-01,4059650.0,-0.08900841011979
2003-06-01,4533806.0,0.12371980555395146
2003-07-01,4662398.0,-0.04085699168319956
2003-08-01,3944166.0,-0.09664899281976114
2003-09-01,4396681.0,-0.006455681928858703
2003-10-01,4511640.0,-0.051376318470306326
2003-11-01,3894521.0,-0.05347790613769299
2003-12-01,4429243.0,0.09059143796034896
2004-01-01,4140873.0,-0.03943962422634939
2004-02-01,4306278.0,0.08534587810684147
2004-03-01,5049872.0,0.10581905494965116
2004-04-01,4692180.0,0.08210290745192528
2004-05-01,4223711.0,0.04041259714507417
2004-06-01,4743426.0,0.04623488521564445
2004-07-01,4250182.0,-0.08841287251753283
2004-08-01,4174047.0,0.05828380448490256
2004-09-01,4357736.0,-0.00885781797678753
2004-10-01,4036566.0,-0.10529962497007739
2004-11-01,4179546.0,0.07318615049193467
2004-12-01,4193108.0,-0.05331272183531133
2005-01-01,3987251.0,-0.03709894024762406
2005-02-01,3929948.0,-0.08739101377105707
2005-03-01,4690742.0,-0.07111665404588474
2005-04-01,4357173.0,-0.0713968773576461
2005-05-01,4182313.0,-0.00980133347191603
2005-06-01,4553352.0,-0.04007103726294037
2005-07-01,4341860.0,0.021570370398255934
2005-08-01,4562551.0,0.09307609617237178
2005-09-01,4644835.0,0.0658826050958572
2005-10-01,4289745.0,0.06272138248204051
2005-11-01,4482470.0,0.07247772844227574
2005-12-01,4649355.0,0.10880878813519712
2006-01-01,4731385.0,0.1866283311484529
2006-02-01,4531570.0,0.1530865039435636
2006-03-01,5678546.0,0.21058587319447541
2006-04-01,4366184.0,0.0020680840535824974
2006-05-01,4956959.0,0.18521951848175888
2006-06-01,5128725.0,0.12636251271590693
2006-07-01,4784951.0,0.10205096433325811
2006-08-01,5067023.0,0.11056796954160064
2006-09-01,4961458.0,0.06816668406950943
2006-10-01,5098680.0,0.18857414601567224
2006-11-01,5182368.0,0.15614114539528434
2006-12-01,4949520.0,0.06456056807879795
2007-01-01,5322949.0,0.12502977457974773
2007-02-01,4819571.0,0.06355435312706192
2007-03-01,5794683.0,0.02045189032544603
2007-04-01,5238214.0,0.19972360303642733
2007-05-01,5541387.0,0.11790051118034262
2007-06-01,5779540.0,0.12689606091182504
2007-07-01,5950633.0,0.2436141979301356
2007-08-01,6414609.0,0.26595221691316584
2007-09-01,6204643.0,0.25056848208732196
2007-10-01,6408737.0,0.25694042379596294
2007-11-01,5941501.0,0.1464838081741784
2007-12-01,5935854.0,0.1992787179362847
2008-01-01,6277918.0,0.1794060021991568
2008-02-01,5899978.0,0.22417078200528628
2008-03-01,6040514.0,0.04242354586092123
2008-04-01,6578993.0,0.255961096663863
2008-05-01,5779061.0,0.04289070588284116
2008-06-01,5931702.0,0.026327700820480526
2008-07-01,6116799.0,0.027924088076008102
2008-08-01,5294219.0,-0.17466224363792082
2008-09-01,6433475.0,0.036880768160231
2008-10-01,7249134.0,0.13113301419608892
2008-11-01,5779681.0,-0.027235541995196177
2008-12-01,6244433.0,0.051985611505943385
2009-01-01,5879948.0,-0.0633920353849795
2009-02-01,5482453.0,-0.07076721303028588
2009-03-01,6127115.0,0.014336693864131389
2009-04-01,5384007.0,-0.18163661216845794
2009-05-01,4953684.0,-0.14282199132350393
2009-06-01,5701692.0,-0.03877639166633795
2009-07-01,5513757.0,-0.09858783981621755
2009-08-01,4670092.0,-0.11788839864765699
2009-09-01,5434412.0,-0.15529134721126603
2009-10-01,5236282.0,-0.2776679255756619
2009-11-01,4854385.0,-0.16009464882231395
2009-12-01,5379129.0,-0.13857206891322238
2010-01-01,4796654.91043269,-0.18423514792432016
2010-02-01,4638920.52984032,-0.15386041068836886
2010-03-01,5432640.04950048,-0.11334452682861673
2010-04-01,4899489.8653131,-0.0899919213862278
2010-05-01,5054020.66741963,0.020254959222193003
2010-06-01,5911121.14533691,0.036731051999460806
2010-07-01,5652203.71413967,0.02510932457481707
2010-08-01,4862411.21772604,0.041181034062292454
2010-09-01,5161371.87315049,-0.050242809497975105
2010-10-01,4922260.1527467,-0.059970384951249844
2010-11-01,5020281.71034279,0.03417460921265825
2010-12-01,5236233.12377828,-0.02656487253265727
2011-01-01,5158945.42897411,0.07552982762079474
2011-02-01,4888389.6448067,0.053777406481021695
2011-03-01,5717517.06988431,0.05243804444765732
2011-04-01,4810704.88079758,-0.018121271184596277
2011-05-01,4991992.28756766,-0.01227307601882821
2011-06-01,5320882.42820064,-0.09985224505200507
2011-07-01,5111613.49116799,-0.09564238132807013
2011-08-01,5422449.23132214,0.1151770157888885
2011-09-01,5607630.02481765,0.08646115076276506
2011-10-01,5438106.94333263,0.10479876613146488
2011-11-01,5538838.89732418,0.10329244789451919
2011-12-01,5869701.70065838,0.12097791712203443
2012-01-01,5953213.26331951,0.15395934019471613
2012-02-01,5391165.44373749,0.10285100727699281
2012-03-01,6199065.30576583,0.0842233140707116
2012-04-01,5699397.05638357,0.18473221650600413
2012-05-01,6013450.32524034,0.20461931405955425
2012-06-01,5836517.58464588,0.09690782748973703
2012-07-01,6529221.41014973,0.277330811774233
2012-08-01,6244300.59510299,0.15156460276908112
2012-09-01,5797547.79078998,0.03386774183243402
2012-10-01,6492732.60059776,0.19393249677778934
2012-11-01,5928905.30491158,0.07042385864948009
2012-12-01,5631340.22199926,-0.040608789136998946
2013-01-01,6145068.85005053,0.03222723229371449
2013-02-01,5459095.0057642,0.012600162754348165
2013-03-01,5973623.50233793,-0.03636706379237753
2013-04-01,5893288.76809413,0.03401968836219149
2013-05-01,5788691.4449417,-0.03737602676374596
2013-06-01,5621138.955607,-0.03690190698739204
2013-07-01,6319027.32635155,-0.032192825238156364
2013-08-01,5469436.97214345,-0.12409133915929937
2013-09-01,5735637.7816638,-0.010678654382898167
2013-10-01,6128285.75700566,-0.05613150363816721
2013-11-01,5651037.64531768,-0.04686660442421142
2013-12-01,5954595.07465035,0.0574028277297598
2014-01-01,6191258.58246376,0.007516552465128168
2014-02-01,5579643.87658221,0.02208220789173354
2014-03-01,6040749.67715672,0.011237095004818842
2014-04-01,5601403.86087398,-0.049528356526561956
2014-05-01,5416964.71859961,-0.06421602012781569
2014-06-01,5746477.92270363,0.022297788417346753
2014-07-01,5954407.00509543,-0.05770196937360661
2014-08-01,5157828.93651797,-0.056972598315428113
2014-09-01,5807814.13886005,0.012583841578523325
2014-10-01,5869551.11216183,-0.04221974220899416
2014-11-01,4924682.31411702,-0.1285348597531467
2014-12-01,5668708.60862828,-0.04801106749292383
2015-01-01,5611923.7590518,-0.09357302973144743
2015-02-01,5144339.16727745,-0.07801657577676879
2015-03-01,6101207.91560058,0.01000839989653679
2015-04-01,5510629.44090458,-0.016205655265006502
2015-05-01,5037954.30387727,-0.06996730353826663
2015-06-01,5658332.62370302,-0.015339012902557125
2015-07-01,5924084.80213976,-0.005092396762552798
2015-08-01,5209721.88976042,0.010061007040199188
2015-09-01,6234830.69587128,0.07352448732029226
2015-10-01,6190188.56433336,0.054627252756545897
2015-11-01,5599241.70132588,0.13697520858861867
2015-12-01,6188723.13610376,0.091734213800295
2016-01-01,5956374.03351855,0.0613782883117695
2016-02-01,5970535.15213796,0.16060293810249693
2016-03-01,6286564.95735061,0.03038038439504387
2016-04-01,6275909.10897705,0.13887336760332913
2016-05-01,5665215.61498174,0.12450714581148992
2016-06-01,6486610.3876508,0.1463819501310486
2016-07-01,6234242.73209562,0.05235541696564372
2016-08-01,6429923.00583238,0.2342161715907014
2016-09-01,6605590.3020214,0.05946586591286884
2016-10-01,6606011.91245122,0.06717458503828966
2016-11-01,6540150.45610559,0.16804217516755982
2016-12-01,6516500.12263315,0.05296358866293516
2017-01-01,6580873.1769129,0.10484552176879425
2017-02-01,6182818.03723802,0.03555508504527349
2017-03-01,7301287.87757503,0.1614113473905885
2017-04-01,6298350.56554696,0.003575809684338793
2017-05-01,6907831.41802579,0.21934130799151497
2017-06-01,7456719.3851084,0.14955561371536863
2017-07-01,7067388.74524968,0.1336402910436567
2017-08-01,7220179.05454304,0.12290287892931895
2017-09-01,7115925.74334816,0.0772581129003096
2017-10-01,7545627.33157172,0.14223641004181098
2017-11-01,7539126.33590896,0.15274509149415216
2017-12-01,6866349.60872582,0.05368671518589707
2018-01-01,7325860.68158081,0.11320496302549699
2018-02-01,6593178.55087409,0.06637111284280728
2018-03-01,6924192.7553674,-0.051647754277136304
2018-04-01,6773453.2670639,0.07543287668295773
2018-05-01,7179250.49259289,0.03929150237494783
2018-06-01,7470870.23803643,0.0018977317231878565
2018-07-01,7159368.2115537,0.013014632365573986
2018-08-01,6853591.5445734905,-0.05077263419650058
2018-09-01,6536886.96653533,-0.08137223429489904
2018-10-01,7407570.420257681,-0.018296280116617103
2018-11-01,6851383.2289338205,-0.09122318373939553
2018-12-01,6438334.96587274,-0.06233510777096962
2019-01-01,7314329.60348443,-0.0015740236673312813
2019-02-01,6410123.20110598,-0.02776435498532659
2019-03-01,7078589.782336291,0.02229819885490736
2019-04-01,6751231.74016005,-0.0032806791495709753
2019-05-01,6727582.78622194,-0.06291293315882385
2019-06-01,6576622.47774843,-0.11969793769608228
2019-07-01,7687907.358681347,0.07382483083838287
2019-08-01,6620462.2105103005,-0.03401564457802808
2019-09-01,7156872.626705509,0.09484417634022257
2019-10-01,7525731.303536271,0.01595136820508003
2019-11-01,6671289.520874181,-0.026285744358758523
2019-12-01,6885965.290411361,0.06952578996143344
2020-01-01,7226089.29199531,-0.012064032696459837
2020-02-01,6358095.75765306,-0.008116449843576068
2020-03-01,8658312.186696671,0.22316908493586873
2020-04-01,7646686.68723966,0.13263578877806115
2020-05-01,7106107.265148411,0.05626455904811567
2020-06-01,8592673.582324771,0.3065480968989047
2020-07-01,8347183.93810938,0.08575501091120241
2020-08-01,6946589.86463764,0.049260556703971004
2020-09-01,7999332.6998365475,0.11771343673037316
2020-10-01,7635350.177434839,0.014565876654014875
2020-11-01,7512744.18034974,0.12613073632056948
2020-12-01,7879154.14134048,0.14423378699165457
2021-01-01,7406326.06816789,0.02494250609001436
2021-02-01,6826364.92930807,0.07364927951759248
2021-03-01,7823691.404638231,-0.09639532094266812
2021-04-01,6573709.9863196295,-0.14031916630121
2021-05-01,6104811.19195959,-0.14090641132025028
2021-06-01,7535915.883501068,-0.12298357300543405
2021-07-01,7079133.774429008,-0.1519135283327161
2021-08-01,6547107.619832658,-0.05750767680104296
2021-09-01,7327306.59465083,-0.08401027065663225
2021-10-01,7404602.08854522,-0.03022102241905833
2021-11-01,8051191.186780181,0.07167114885114789
2021-12-01,7636076.396955062,-0.03085074108526875
2022-01-01,7513628.660319059,0.014487964905076423
2022-02-01,7542051.246688568,0.10484149687160671
2022-03-01,8860517.014597472,0.13252383770461162
2022-04-01,7191441.44327144,0.09396998928114497
2022-05-01,7603790.52795401,0.24554065455270235
2022-06-01,7766428.905481368,0.030588587444955406
2022-07-01,7898943.247611592,0.11580646719007759
2022-08-01,8060313.27913591,0.23112582642133628
2022-09-01,8854786.53753293,0.20846404107031757
2022-10-01,10279060.0307584,0.38819884010511685
2022-11-01,9240860.806015382,0.14776318083075757
2022-12-01,7831285.346188419,0.025564038268553357
2023-01-01,8135064.272306969,0.08270778875057183
2023-02-01,7875007.89503001,0.044146696628139415
2023-03-01,8844142.86554436,-0.0018479902500199152
2023-04-01,7115420.260538778,-0.010571063302446837
2023-05-01,7389325.92346654,-0.02820495957891378
2023-06-01,7949490.325819431,0.023570861533138032
2023-07-01,7371960.614116109,-0.06671558675330735
2023-08-01,7387897.153075332,-0.08342307585005715
2023-09-01,7437689.19324011,-0.1600374371856561
2023-10-01,7514070.14692054,-0.2689924833169649
2023-11-01,7433990.593778958,-0.19553050848468934
2023-12-01,7021488.277101059,-0.10340538408315014
2024-01-01,7643748.957834653,-0.0603947673953642
2024-02-01,6640621.437367652,-0.15674732954126824
2024-03-01,6776136.4262312185,-0.23382779662796127
2024-04-01,7348136.634047899,0.03270592108237613
2024-05-01,7251689.65461412,-0.01862636325396394
2024-06-01,7261198.213684451,-0.08658317501179313
